"Step","FuN_qbert_runseed=0 - training/episode/reward","FuN_qbert_runseed=0 - training/episode/reward__MIN","FuN_qbert_runseed=0 - training/episode/reward__MAX"
"41566920","650","650","650"
"41567160","4425","4425","4425"
"41567328","4200","4200","4200"
"41569128","4550","4550","4550"
"41569848","4050","4050","4050"
"41570264","725","725","725"
"41571056","675","675","675"
"41574032","750","750","750"
"41574848","700","700","700"
"41576944","4075","4075","4075"
"41577968","775","775","775"
"41578792","750","750","750"
"41579256","4050","4050","4050"
"41580840","775","775","775"
"41581160","1225","1225","1225"
"41581216","750","750","750"
"41581928","4700","4700","4700"
"41582880","4050","4050","4050"
"41583840","4550","4550","4550"
"41585504","4025","4025","4025"
"41585784","675","675","675"
"41585952","4050","4050","4050"
"41586992","250","250","250"
"41587624","625","625","625"
"41588008","4575","4575","4575"
"41589472","1275","1275","1275"
"41590144","650","650","650"
"41592224","800","800","800"
"41592672","700","700","700"
"41593328","675","675","675"
"41593624","750","750","750"
"41595152","700","700","700"
"41596736","3925","3925","3925"
"41597904","3925","3925","3925"
"41598936","4000","4000","4000"
"41599936","4000","4000","4000"
"41601072","3950","3950","3950"
"41601544","800","800","800"
"41602368","4075","4075","4075"
"41602376","650","650","650"
"41602400","750","750","750"
"41602408","725","725","725"
"41604312","650","650","650"
"41604640","1200","1200","1200"
"41607184","725","725","725"
"41607648","4050","4050","4050"
"41609128","650","650","650"
"41609280","775","775","775"
"41611320","750","750","750"
"41611752","4050","4050","4050"
"41612416","700","700","700"
"41614168","4050","4050","4050"
"41614736","4550","4550","4550"
"41615160","750","750","750"
"41615264","4000","4000","4000"
"41617520","625","625","625"
"41618048","775","775","775"
"41618424","750","750","750"
"41621016","725","725","725"
"41621528","725","725","725"
"41622320","4000","4000","4000"
"41622864","4050","4050","4050"
"41623744","4050","4050","4050"
"41624416","675","675","675"
"41625920","700","700","700"
"41626208","4100","4100","4100"
"41627432","725","725","725"
"41627656","675","675","675"
"41627680","4075","4075","4075"
"41630832","625","625","625"
"41631024","3975","3975","3975"
"41633152","775","775","775"
"41633496","4075","4075","4075"
"41634312","700","700","700"
"41634816","700","700","700"
"41636336","4050","4050","4050"
"41636480","4050","4050","4050"
"41638704","3975","3975","3975"
"41641056","3975","3975","3975"
"41641360","775","775","775"
"41643016","4600","4600","4600"
"41644752","700","700","700"
"41645264","375","375","375"
"41645856","4050","4050","4050"
"41646560","775","775","775"
"41646968","775","775","775"
"41648552","750","750","750"
"41649224","775","775","775"
"41651024","4000","4000","4000"
"41652224","4125","4125","4125"
"41652440","3975","3975","3975"
"41653408","675","675","675"
"41653504","4150","4150","4150"
"41654264","750","750","750"
"41655296","675","675","675"
"41658144","4075","4075","4075"
"41659128","725","725","725"
"41660568","4075","4075","4075"
"41660744","4225","4225","4225"
"41661728","675","675","675"
"41662600","4125","4125","4125"
"41663136","3950","3950","3950"
"41664392","750","750","750"
"41665872","4050","4050","4050"
"41666576","4050","4050","4050"
"41668048","400","400","400"
"41669064","600","600","600"
"41669168","525","525","525"
"41669320","775","775","775"
"41671200","4075","4075","4075"
"41672192","675","675","675"
"41672384","550","550","550"
"41672632","450","450","450"
"41674904","700","700","700"
"41676072","725","725","725"
"41676376","750","750","750"
"41678048","800","800","800"
"41679016","4125","4125","4125"
"41681336","4000","4000","4000"
"41681592","4150","4150","4150"
"41684784","4050","4050","4050"
"41685024","725","725","725"
"41685376","750","750","750"
"41689040","775","775","775"
"41689496","775","775","775"
"41689520","4050","4050","4050"
"41689680","1200","1200","1200"
"41689960","775","775","775"
"41692568","525","525","525"
"41693464","725","725","725"
"41693576","750","750","750"
"41694032","775","775","775"
"41695320","4075","4075","4075"
"41696344","650","650","650"
"41697064","700","700","700"
"41698800","700","700","700"
"41699088","650","650","650"
"41700224","4650","4650","4650"
"41700736","750","750","750"
"41702568","4500","4500","4500"
"41702672","3950","3950","3950"
"41703688","800","800","800"
"41704064","675","675","675"
"41705464","725","725","725"
"41706968","575","575","575"
"41708000","675","675","675"
"41710584","4000","4000","4000"
"41713592","750","750","750"
"41713920","3925","3925","3925"
"41714120","4050","4050","4050"
"41714696","750","750","750"
"41716664","750","750","750"
"41719024","725","725","725"
"41719512","4050","4050","4050"
"41721640","550","550","550"
"41721664","775","775","775"
"41722064","4075","4075","4075"
"41722672","4000","4000","4000"
"41723048","4000","4000","4000"
"41723056","725","725","725"
"41725400","750","750","750"
"41726392","575","575","575"
"41726824","675","675","675"
"41728984","350","350","350"
"41729760","750","750","750"
"41732128","4175","4175","4175"
"41732144","800","800","800"
"41734120","4200","4200","4200"
"41734848","650","650","650"
"41736152","4050","4050","4050"
"41737040","3925","3925","3925"
"41740016","4000","4000","4000"
"41742136","750","750","750"
"41742704","4050","4050","4050"
"41742928","650","650","650"
"41743064","3950","3950","3950"
"41743504","3925","3925","3925"
"41745184","4725","4725","4725"
"41745968","4100","4100","4100"
"41747288","4000","4000","4000"
"41747528","3975","3975","3975"
"41748928","625","625","625"
"41749816","725","725","725"
"41749904","4200","4200","4200"
"41751768","725","725","725"
"41753304","750","750","750"
"41754040","375","375","375"
"41755288","4075","4075","4075"
"41757000","3925","3925","3925"
"41758704","1275","1275","1275"
"41759544","4150","4150","4150"
"41759600","3925","3925","3925"
"41760008","4050","4050","4050"
"41760328","750","750","750"
"41761880","625","625","625"
"41762784","4225","4225","4225"
"41762792","4325","4325","4325"
"41763376","750","750","750"
"41765240","4025","4025","4025"
"41765544","750","750","750"
"41765896","600","600","600"
"41767328","3925","3925","3925"
"41768208","675","675","675"
"41769912","800","800","800"
"41770144","1175","1175","1175"
"41770448","3925","3925","3925"
"41771272","725","725","725"
"41772576","4200","4200","4200"
"41773160","4050","4050","4050"
"41774664","3925","3925","3925"
"41775944","4175","4175","4175"
"41776840","4075","4075","4075"
"41777512","4100","4100","4100"
"41779336","775","775","775"
"41780280","4225","4225","4225"
"41780520","775","775","775"
"41781416","700","700","700"
"41782080","3925","3925","3925"
"41782928","4050","4050","4050"
"41784376","1275","1275","1275"
"41785176","4050","4050","4050"
"41785672","4100","4100","4100"
"41787464","675","675","675"
"41788744","700","700","700"
"41788912","775","775","775"
"41788992","750","750","750"
"41789424","750","750","750"
"41791392","4225","4225","4225"
"41792480","675","675","675"
"41792720","750","750","750"
"41793160","650","650","650"
"41793232","775","775","775"
"41793696","725","725","725"
"41795504","750","750","750"
"41796784","4225","4225","4225"
"41797488","750","750","750"
"41798816","725","725","725"
"41800424","725","725","725"
"41801504","750","750","750"
"41802624","675","675","675"
"41803448","3925","3925","3925"
"41803960","750","750","750"
"41804680","775","775","775"
"41806064","475","475","475"
"41807600","1150","1150","1150"
"41808112","4200","4200","4200"
"41809048","725","725","725"
"41810624","775","775","775"
"41811616","725","725","725"
"41812008","3925","3925","3925"
"41813808","3950","3950","3950"
"41814392","4125","4125","4125"
"41815528","650","650","650"
"41815984","775","775","775"
"41817808","750","750","750"
"41818032","750","750","750"
"41818336","775","775","775"
"41818584","700","700","700"
"41818968","725","725","725"
"41819184","650","650","650"
"41821816","775","775","775"
"41822592","800","800","800"
"41824088","4075","4075","4075"
"41824576","4100","4100","4100"
"41827688","1375","1375","1375"
"41830024","4600","4600","4600"
"41830696","4150","4150","4150"
"41831400","600","600","600"
"41834296","625","625","625"
"41834320","3925","3925","3925"
"41835880","725","725","725"
"41836568","4000","4000","4000"
"41838400","775","775","775"
"41839152","4050","4050","4050"
"41839328","4050","4050","4050"
"41842184","775","775","775"
"41842920","725","725","725"
"41844712","750","750","750"
"41845088","4575","4575","4575"
"41846400","725","725","725"
"41846920","3925","3925","3925"
"41848152","750","750","750"
"41849184","725","725","725"
"41851776","4150","4150","4150"
"41851808","775","775","775"
"41851920","4150","4150","4150"
"41852208","800","800","800"
"41853392","3925","3925","3925"
"41853880","4125","4125","4125"
"41855608","3700","3700","3700"
"41856544","775","775","775"
"41857256","4225","4225","4225"
"41857424","725","725","725"
"41857464","4050","4050","4050"
"41857792","675","675","675"
"41859448","4575","4575","4575"
"41859752","4600","4600","4600"
"41861368","750","750","750"
"41862056","4025","4025","4025"
"41865824","4725","4725","4725"
"41866264","725","725","725"
"41866280","775","775","775"
"41866832","625","625","625"
"41869904","375","375","375"
"41871280","4050","4050","4050"
"41872904","4175","4175","4175"
"41874248","750","750","750"
"41874824","3975","3975","3975"
"41875888","650","650","650"
"41876224","3975","3975","3975"
"41876944","725","725","725"
"41877840","700","700","700"
"41879896","750","750","750"
"41879992","4075","4075","4075"
"41880072","650","650","650"
"41882008","650","650","650"
"41883312","725","725","725"
"41884808","750","750","750"
"41885632","700","700","700"
"41886320","4575","4575","4575"
"41887640","4325","4325","4325"
"41887840","775","775","775"
"41888296","4075","4075","4075"
"41890792","4050","4050","4050"
"41891064","4125","4125","4125"
"41891168","675","675","675"
"41891904","4125","4125","4125"
"41892960","4125","4125","4125"
"41893888","4025","4025","4025"
"41894032","700","700","700"
"41894128","650","650","650"
"41895504","700","700","700"
"41895536","775","775","775"
"41897520","725","725","725"
"41899168","4150","4150","4150"
"41899504","750","750","750"
"41900904","4075","4075","4075"
"41900920","4100","4100","4100"
"41904176","700","700","700"
"41904224","800","800","800"
"41904544","4050","4050","4050"
"41904960","3925","3925","3925"
"41906432","725","725","725"
"41907472","4175","4175","4175"
"41908712","725","725","725"
"41912272","425","425","425"
"41914376","4575","4575","4575"
"41915512","775","775","775"
"41918800","4300","4300","4300"
"41919008","675","675","675"
"41921448","4475","4475","4475"
"41921952","675","675","675"
"41922272","725","725","725"
"41922952","700","700","700"
"41923232","625","625","625"
"41923776","3925","3925","3925"
"41925424","700","700","700"
"41925728","750","750","750"
"41928280","4075","4075","4075"
"41929368","4550","4550","4550"
"41929664","350","350","350"
"41930032","700","700","700"
"41930768","4025","4025","4025"
"41931792","100","100","100"
"41932088","700","700","700"
"41932360","800","800","800"
"41933400","425","425","425"
"41933680","4025","4025","4025"
"41933824","725","725","725"
"41935808","4050","4050","4050"
"41936328","625","625","625"
"41936536","4025","4025","4025"
"41937272","800","800","800"
"41937464","725","725","725"
"41937576","700","700","700"
"41940152","750","750","750"
"41942480","800","800","800"
"41943624","4150","4150","4150"
"41944016","4200","4200","4200"
"41944376","700","700","700"
"41944720","4050","4050","4050"
"41945808","650","650","650"
"41947496","775","775","775"
"41947976","675","675","675"
"41948552","725","725","725"
"41949992","725","725","725"
"41950280","3950","3950","3950"
"41951976","700","700","700"
"41953216","4100","4100","4100"
"41957656","700","700","700"
"41957776","3925","3925","3925"
"41958960","4075","4075","4075"
"41960136","4050","4050","4050"
"41962496","4050","4050","4050"
"41962776","4025","4025","4025"
"41963712","3950","3950","3950"
"41963984","725","725","725"
"41965864","3925","3925","3925"
"41966648","750","750","750"
"41967624","675","675","675"
"41967680","4075","4075","4075"
"41969720","725","725","725"
"41970600","4700","4700","4700"
"41971448","4125","4125","4125"
"41971512","750","750","750"
"41972816","650","650","650"
"41973344","750","750","750"
"41975672","4075","4075","4075"
"41976384","800","800","800"
"41980504","3975","3975","3975"
"41981696","775","775","775"
"41982960","4625","4625","4625"
"41983456","3950","3950","3950"
"41984192","700","700","700"
"41984584","825","825","825"
"41985992","800","800","800"
"41986080","675","675","675"
"41987920","800","800","800"
"41988016","4075","4075","4075"
"41989632","725","725","725"
"41990264","4675","4675","4675"
"41990800","4150","4150","4150"
"41991152","350","350","350"
"41992872","675","675","675"
"41992976","800","800","800"
"41994448","750","750","750"
"41995808","700","700","700"
"41995832","4100","4100","4100"
"41996232","4225","4225","4225"
"41996288","4150","4150","4150"
"41996432","4125","4125","4125"
"41997248","750","750","750"
"41998864","3975","3975","3975"
"41998936","4100","4100","4100"
"42000800","775","775","775"
"42001128","3925","3925","3925"
"42001520","4075","4075","4075"
"42003824","725","725","725"
"42003880","4075","4075","4075"
"42005920","4100","4100","4100"
"42006256","3950","3950","3950"
"42007072","4600","4600","4600"
"42007288","4325","4325","4325"
"42007336","700","700","700"
"42009504","775","775","775"
