"Step","FuN_Gravitar_runseed=0 - training/episode/reward","FuN_Gravitar_runseed=0 - training/episode/reward__MIN","FuN_Gravitar_runseed=0 - training/episode/reward__MAX"
"84094752","500","500","500"
"84095584","600","600","600"
"84096256","0","0","0"
"84098240","750","750","750"
"84099392","0","0","0"
"84099872","250","250","250"
"84100064","350","350","350"
"84100096","750","750","750"
"84101952","250","250","250"
"84104000","600","600","600"
"84104928","600","600","600"
"84105472","250","250","250"
"84107168","500","500","500"
"84107360","500","500","500"
"84109760","850","850","850"
"84109856","250","250","250"
"84110368","800","800","800"
"84110976","0","0","0"
"84111072","250","250","250"
"84112128","500","500","500"
"84112768","250","250","250"
"84114240","750","750","750"
"84115360","850","850","850"
"84115424","500","500","500"
"84115776","350","350","350"
"84117792","600","600","600"
"84119424","600","600","600"
"84120672","250","250","250"
"84121280","450","450","450"
"84121632","600","600","600"
"84124928","500","500","500"
"84126208","100","100","100"
"84126496","250","250","250"
"84128000","500","500","500"
"84128704","250","250","250"
"84129344","600","600","600"
"84130976","850","850","850"
"84132128","1050","1050","1050"
"84132192","250","250","250"
"84132992","250","250","250"
"84133312","500","500","500"
"84133536","600","600","600"
"84134304","0","0","0"
"84135040","450","450","450"
"84135360","250","250","250"
"84135680","250","250","250"
"84138432","500","500","500"
"84139744","700","700","700"
"84140768","250","250","250"
"84142208","350","350","350"
"84143360","350","350","350"
"84144416","100","100","100"
"84147904","250","250","250"
"84148896","0","0","0"
"84150496","250","250","250"
"84150560","500","500","500"
"84150944","350","350","350"
"84151424","0","0","0"
"84152128","500","500","500"
"84152928","350","350","350"
"84153120","500","500","500"
"84153952","750","750","750"
"84154336","500","500","500"
"84155616","100","100","100"
"84157376","100","100","100"
"84158336","0","0","0"
"84158688","750","750","750"
"84159424","500","500","500"
"84162688","500","500","500"
"84165024","500","500","500"
"84165408","600","600","600"
"84165600","750","750","750"
"84167360","350","350","350"
"84168608","850","850","850"
"84169184","250","250","250"
"84170464","100","100","100"
"84170848","200","200","200"
"84171136","250","250","250"
"84171776","500","500","500"
"84172000","350","350","350"
"84172480","850","850","850"
"84172992","350","350","350"
"84174720","850","850","850"
"84176192","350","350","350"
"84177376","500","500","500"
"84177920","500","500","500"
"84178848","600","600","600"
"84179776","950","950","950"
"84181152","250","250","250"
"84181760","500","500","500"
"84182624","500","500","500"
"84182944","0","0","0"
"84183424","750","750","750"
"84184288","350","350","350"
"84185120","750","750","750"
"84185568","250","250","250"
"84186272","250","250","250"
"84187296","0","0","0"
"84188480","100","100","100"
"84188928","500","500","500"
"84189824","500","500","500"
"84190560","250","250","250"
"84190688","500","500","500"
"84192640","500","500","500"
"84193856","0","0","0"
"84193952","250","250","250"
"84196544","700","700","700"
"84196960","1200","1200","1200"
"84197824","500","500","500"
"84198720","250","250","250"
"84198880","500","500","500"
"84199392","850","850","850"
"84200352","250","250","250"
"84201472","250","250","250"
"84201568","750","750","750"
"84204704","250","250","250"
"84204896","250","250","250"
"84204992","100","100","100"
"84205024","100","100","100"
"84205856","750","750","750"
"84205984","500","500","500"
"84208384","750","750","750"
"84208832","850","850","850"
"84209536","500","500","500"
"84210368","350","350","350"
"84212032","950","950","950"
"84213216","500","500","500"
"84213376","250","250","250"
"84213824","750","750","750"
"84215744","250","250","250"
"84217344","250","250","250"
"84218368","850","850","850"
"84221152","100","100","100"
"84221984","750","750","750"
"84222048","250","250","250"
"84226016","250","250","250"
"84226208","500","500","500"
"84227520","850","850","850"
"84227552","250","250","250"
"84227616","700","700","700"
"84230304","700","700","700"
"84230848","0","0","0"
"84231584","2200","2200","2200"
"84232416","2000","2000","2000"
"84233728","250","250","250"
"84235904","500","500","500"
"84237056","700","700","700"
"84237088","950","950","950"
"84237248","750","750","750"
"84240416","700","700","700"
"84242208","600","600","600"
"84242240","900","900","900"
"84243520","750","750","750"
"84245568","750","750","750"
"84246624","500","500","500"
"84247200","250","250","250"
"84247296","500","500","500"
"84248256","600","600","600"
"84249376","0","0","0"
"84249760","350","350","350"
"84253120","750","750","750"
"84253184","250","250","250"
"84254272","350","350","350"
"84254656","850","850","850"
"84255648","350","350","350"
"84256832","600","600","600"
"84257280","250","250","250"
"84257440","500","500","500"
"84257568","600","600","600"
"84259264","500","500","500"
"84261408","600","600","600"
"84264000","200","200","200"
"84264224","250","250","250"
"84265184","500","500","500"
"84265632","750","750","750"
"84266368","500","500","500"
"84266624","250","250","250"
"84266848","500","500","500"
"84267008","600","600","600"
"84267552","750","750","750"
"84267584","250","250","250"
"84267776","100","100","100"
"84267968","500","500","500"
"84272384","250","250","250"
"84273600","500","500","500"
"84273696","0","0","0"
"84275008","500","500","500"
"84276160","250","250","250"
"84276672","250","250","250"
"84277344","200","200","200"
"84277440","850","850","850"
"84277952","0","0","0"
"84278528","450","450","450"
"84281824","500","500","500"
"84282016","250","250","250"
"84282368","250","250","250"
"84283328","750","750","750"
"84283840","250","250","250"
"84284768","500","500","500"
"84284960","250","250","250"
"84285248","250","250","250"
"84285472","850","850","850"
"84286272","700","700","700"
"84288224","250","250","250"
"84293152","500","500","500"
"84293856","0","0","0"
"84294944","500","500","500"
"84295296","250","250","250"
"84295424","250","250","250"
"84295552","200","200","200"
"84295744","500","500","500"
"84298496","250","250","250"
"84299424","350","350","350"
"84302816","250","250","250"
"84303104","550","550","550"
"84303840","500","500","500"
"84304032","850","850","850"
"84304960","550","550","550"
"84305440","950","950","950"
"84305568","600","600","600"
"84305920","800","800","800"
"84306400","250","250","250"
"84311168","350","350","350"
"84313824","250","250","250"
"84314112","500","500","500"
"84314208","250","250","250"
"84314816","250","250","250"
"84314976","100","100","100"
"84315200","750","750","750"
"84315584","500","500","500"
"84315616","0","0","0"
"84317088","500","500","500"
"84318368","500","500","500"
"84318816","0","0","0"
"84319104","750","750","750"
"84319808","500","500","500"
"84321280","500","500","500"
"84322016","100","100","100"
"84322208","250","250","250"
"84323552","0","0","0"
"84323616","0","0","0"
"84325024","250","250","250"
"84326624","500","500","500"
"84326784","600","600","600"
"84327104","750","750","750"
"84334048","250","250","250"
"84335328","500","500","500"
"84335648","500","500","500"
"84336032","100","100","100"
"84338688","350","350","350"
"84338720","750","750","750"
"84339040","600","600","600"
"84339680","250","250","250"
"84340544","600","600","600"
"84340960","500","500","500"
"84341248","250","250","250"
"84344256","250","250","250"
"84344384","500","500","500"
"84345632","850","850","850"
"84351296","500","500","500"
"84353152","500","500","500"
"84354944","350","350","350"
"84356288","250","250","250"
"84356800","500","500","500"
"84357504","0","0","0"
"84358048","850","850","850"
"84358144","500","500","500"
"84358784","0","0","0"
"84359040","500","500","500"
"84360224","250","250","250"
"84360832","250","250","250"
"84360864","0","0","0"
"84361120","250","250","250"
"84362240","100","100","100"
"84363584","0","0","0"
"84370688","500","500","500"
"84370944","250","250","250"
"84372928","500","500","500"
"84374272","500","500","500"
"84374432","100","100","100"
"84375680","750","750","750"
"84377824","350","350","350"
"84378112","600","600","600"
"84378304","500","500","500"
"84378688","0","0","0"
"84381024","600","600","600"
"84381376","600","600","600"
"84382080","100","100","100"
"84382336","250","250","250"
"84384160","750","750","750"
"84385632","350","350","350"
"84387712","600","600","600"
"84387968","500","500","500"
"84388416","600","600","600"
"84389760","250","250","250"
"84390528","500","500","500"
"84392864","750","750","750"
"84393792","0","0","0"
"84393920","350","350","350"
"84394592","200","200","200"
"84395136","2000","2000","2000"
"84396256","350","350","350"
"84396448","250","250","250"
"84398912","250","250","250"
"84399456","450","450","450"
"84399520","100","100","100"
"84402464","500","500","500"
"84402496","200","200","200"
"84402880","250","250","250"
"84404064","100","100","100"
"84405664","250","250","250"
"84406816","500","500","500"
"84408544","250","250","250"
"84409312","500","500","500"
"84409536","0","0","0"
"84410304","250","250","250"
"84410880","0","0","0"
"84414080","250","250","250"
"84415456","350","350","350"
"84415584","0","0","0"
"84415808","0","0","0"
"84417856","250","250","250"
"84417952","500","500","500"
"84418400","500","500","500"
"84419840","0","0","0"
"84421376","500","500","500"
"84422688","250","250","250"
"84422784","350","350","350"
"84424672","600","600","600"
"84424704","250","250","250"
"84426272","450","450","450"
"84426880","500","500","500"
"84426912","850","850","850"
"84428640","100","100","100"
"84431008","600","600","600"
"84431072","500","500","500"
"84432160","350","350","350"
"84432320","750","750","750"
"84433024","950","950","950"
"84433248","0","0","0"
"84436416","250","250","250"
"84438944","750","750","750"
"84439008","750","750","750"
"84439456","500","500","500"
"84440448","700","700","700"
"84444064","750","750","750"
"84444384","600","600","600"
"84445056","1000","1000","1000"
"84445632","250","250","250"
"84446432","350","350","350"
"84447872","500","500","500"
"84448896","350","350","350"
"84451200","600","600","600"
"84452448","850","850","850"
"84453120","250","250","250"
"84453408","250","250","250"
"84453696","500","500","500"
"84453856","250","250","250"
"84455392","200","200","200"
"84456192","350","350","350"
"84456448","350","350","350"
"84457600","700","700","700"
"84458496","250","250","250"
"84458784","0","0","0"
"84459136","350","350","350"
"84461888","750","750","750"
"84462144","500","500","500"
"84462240","850","850","850"
"84467744","750","750","750"
"84467904","250","250","250"
"84469120","500","500","500"
"84469216","350","350","350"
"84470528","500","500","500"
"84472640","250","250","250"
"84473536","500","500","500"
"84474624","250","250","250"
"84476160","250","250","250"
"84478784","500","500","500"
"84479040","200","200","200"
"84480096","500","500","500"
"84480192","850","850","850"
"84481056","700","700","700"
"84481920","0","0","0"
"84482432","500","500","500"
"84484256","500","500","500"
"84485248","250","250","250"
"84485952","750","750","750"
"84488448","250","250","250"
"84488704","500","500","500"
"84489280","0","0","0"
"84489632","350","350","350"
"84490144","700","700","700"
"84490336","250","250","250"
"84491488","700","700","700"
"84493120","500","500","500"
"84493248","450","450","450"
"84493504","250","250","250"
"84495136","0","0","0"
"84497824","0","0","0"
"84497856","500","500","500"
"84499456","350","350","350"
"84500928","600","600","600"
"84501376","750","750","750"
"84501760","350","350","350"
"84503232","950","950","950"
"84503680","600","600","600"
"84503808","250","250","250"
"84508064","350","350","350"
"84508160","500","500","500"
"84508736","600","600","600"
"84509024","250","250","250"
"84509120","500","500","500"
"84510656","250","250","250"
"84511040","500","500","500"
"84511296","350","350","350"
"84512000","250","250","250"
"84512512","700","700","700"
"84512544","250","250","250"
"84514080","500","500","500"
"84519296","500","500","500"
"84519520","2200","2200","2200"
"84520256","700","700","700"
"84521536","950","950","950"
"84521760","250","250","250"
"84522784","600","600","600"
"84524064","500","500","500"
"84526592","1150","1150","1150"
"84527968","600","600","600"
"84528320","250","250","250"
"84528608","250","250","250"
"84528832","750","750","750"
